"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
105329353,1,"Rower",NA,NA,NA
105329353,2,"Samochód osobowy",NA,NA,NA
105364480,1,"Samochód osobowy",NA,NA,NA
105364480,2,"Rower",NA,NA,NA
105373889,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
105373889,2,"Rower",NA,NA,NA
105374350,1,"Pojazd nieustalony",NA,NA,NA
105374350,2,"Rower",NA,NA,NA
105386453,1,"Rower",NA,NA,NA
105386453,2,"Samochód osobowy",NA,NA,NA
105392833,1,"Samochód osobowy",NA,NA,NA
105392833,2,"Rower",NA,NA,NA
105396512,1,"Samochód osobowy",NA,NA,NA
105396512,2,"Rower",NA,NA,NA
105397358,1,"Rower",NA,NA,NA
105397358,2,"Pojazd nieustalony",NA,NA,NA
105400532,1,"Rower",NA,NA,NA
105400532,2,"Samochód osobowy",NA,NA,NA
105420867,1,"Rower",NA,NA,NA
105420867,2,"Samochód osobowy",NA,NA,NA
105465699,1,"Rower",NA,NA,NA
105466434,1,"Samochód osobowy",NA,NA,NA
105466434,2,"Rower",NA,NA,NA
105466886,1,"Samochód osobowy",NA,NA,NA
105466886,2,"Rower",NA,NA,NA
105468185,1,"Rower",NA,NA,NA
105468185,2,"Samochód osobowy",NA,NA,NA
105472846,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
105472846,2,"Rower",NA,NA,NA
105476320,1,"Samochód osobowy",NA,NA,NA
105476320,2,"Rower",NA,NA,NA
105477211,1,"Samochód osobowy",NA,NA,NA
105477211,2,"Rower",NA,NA,NA
105494324,1,"Samochód osobowy",NA,NA,NA
105494324,2,"Rower",NA,NA,NA
105503195,1,"Rower",NA,NA,NA
105503195,2,"Samochód osobowy",NA,NA,NA
105506765,1,"Rower",NA,NA,NA
105507725,1,"Rower",NA,NA,NA
105507725,2,"Samochód osobowy",NA,NA,NA
105541075,1,"Samochód osobowy",NA,NA,NA
105541075,2,"Rower",NA,NA,NA
105548443,1,"Samochód osobowy",NA,NA,NA
105548443,2,"Rower",NA,NA,NA
105571880,1,"Samochód osobowy",NA,NA,NA
105571880,2,"Rower",NA,NA,NA
105576994,1,"Samochód osobowy",NA,NA,NA
105576994,2,"Rower",NA,NA,NA
105590734,1,"Samochód osobowy",NA,NA,NA
105590734,2,"Rower",NA,NA,NA
105591274,1,"Samochód osobowy",NA,NA,NA
105591274,2,"Rower",NA,NA,NA
105594624,1,"Samochód osobowy",NA,NA,NA
105594624,2,"Rower",NA,NA,NA
105595176,1,"Samochód osobowy",NA,NA,NA
105595176,2,"Rower",NA,NA,NA
105596062,1,"Samochód osobowy",NA,NA,NA
105596062,2,"Rower",NA,NA,NA
105599372,1,"Samochód osobowy",NA,NA,NA
105599372,2,"Rower",NA,NA,NA
105641751,1,"Rower",NA,NA,NA
105641751,2,"Rower",NA,NA,NA
105641751,3,"Rower",NA,NA,NA
105684601,1,"Samochód osobowy",NA,NA,NA
105684601,2,"Rower",NA,NA,NA
105687366,1,"Rower",NA,NA,NA
105687366,2,"Samochód osobowy",NA,NA,NA
105689491,1,"Rower",NA,NA,NA
105689491,2,"Samochód osobowy",NA,NA,NA
105691184,1,"Samochód osobowy",NA,NA,NA
105691184,2,"Rower",NA,NA,NA
105693086,1,"Rower",NA,NA,NA
105693086,2,"Samochód osobowy",NA,NA,NA
105694316,1,"Rower",NA,NA,NA
105695755,1,"Samochód osobowy",NA,NA,NA
105695755,2,"Rower",NA,NA,NA
105701745,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
105701745,2,"Rower",NA,NA,NA
105713174,1,"Samochód osobowy",NA,NA,NA
105713174,2,"Rower",NA,NA,NA
105715590,1,"Rower",NA,NA,NA
105715624,1,"Samochód osobowy",NA,NA,NA
105715624,2,"Rower",NA,NA,NA
105715952,1,"Rower",NA,NA,NA
105715952,2,"Samochód osobowy",NA,NA,NA
105716712,1,"Rower",NA,NA,NA
105716712,2,"Samochód osobowy",NA,NA,NA
