"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
107556260,1,"Rower",NA,NA,NA
107556260,2,"Samochód osobowy",NA,NA,NA
107588135,1,"Samochód osobowy",NA,NA,NA
107588135,2,"Rower",NA,NA,NA
107607448,1,"Samochód osobowy",NA,NA,NA
107607448,2,"Rower",NA,NA,NA
107616956,1,"Rower",NA,NA,NA
107616956,2,"Samochód osobowy",NA,NA,NA
107620598,1,"Rower",NA,NA,NA
107620598,2,"Samochód osobowy",NA,NA,NA
107624871,1,"Samochód osobowy",NA,NA,NA
107624871,2,"Rower",NA,NA,NA
107625046,1,"Rower",NA,NA,NA
107625046,2,"Samochód osobowy",NA,NA,NA
107628704,1,"Samochód osobowy",NA,NA,NA
107628704,2,"Rower",NA,NA,NA
107632178,1,"Samochód osobowy",NA,NA,NA
107632178,2,"Rower",NA,NA,NA
107632466,1,"Rower",NA,NA,NA
107632466,2,"Samochód osobowy",NA,NA,NA
107636994,1,"Samochód osobowy",NA,NA,NA
107636994,2,"Rower",NA,NA,NA
107645849,1,"Rower",NA,NA,NA
107645849,2,"Samochód osobowy",NA,NA,NA
107659600,1,"Rower",NA,NA,NA
107662112,1,"Rower",NA,NA,NA
107662112,2,"Samochód osobowy",NA,NA,NA
107666871,1,"Samochód osobowy",NA,NA,NA
107666871,2,"Rower",NA,NA,NA
107671493,1,"Rower",NA,NA,NA
107671493,2,"Samochód osobowy",NA,NA,NA
107672436,1,"Rower",NA,NA,NA
107672436,2,"Samochód osobowy",NA,NA,NA
107672570,1,"Rower",NA,NA,NA
107672570,2,"Samochód osobowy",NA,NA,NA
107681042,1,"Rower",NA,NA,NA
107681042,2,"Samochód osobowy",NA,NA,NA
107681663,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
107681663,2,"Rower",NA,NA,NA
107686118,1,"Rower",NA,NA,NA
107686118,2,"Samochód osobowy",NA,NA,NA
107690403,1,"Samochód osobowy",NA,NA,NA
107690403,2,"Rower",NA,NA,NA
107692190,1,"Samochód osobowy",NA,NA,NA
107692190,2,"Rower",NA,NA,NA
107693106,1,"Rower",NA,NA,NA
107693106,2,"Samochód osobowy",NA,NA,NA
107694163,1,"Rower",NA,NA,NA
107694163,2,"Samochód osobowy",NA,NA,NA
107696072,1,"Rower",NA,NA,NA
107696072,2,"Samochód osobowy",NA,NA,NA
107700499,1,"Rower",NA,NA,NA
107700499,2,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
107700510,1,"Samochód osobowy",NA,NA,NA
107700510,2,"Rower",NA,NA,NA
107701292,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
107701292,2,"Rower",NA,NA,NA
107703030,1,"Rower",NA,NA,NA
107703030,2,"Samochód osobowy",NA,NA,NA
107704910,1,"Samochód osobowy",NA,NA,NA
107704910,2,"Rower",NA,NA,NA
107705434,1,"Rower",NA,NA,NA
107705434,2,"Samochód osobowy",NA,NA,NA
107712111,1,"Rower",NA,NA,NA
107712111,2,"Samochód osobowy",NA,NA,NA
107712486,1,"Rower",NA,NA,NA
107712486,2,"Samochód osobowy",NA,NA,NA
107713443,1,"Rower",NA,NA,NA
107713443,2,"Samochód osobowy",NA,NA,NA
107725284,1,"Rower",NA,NA,NA
107725284,2,"Samochód osobowy",NA,NA,NA
107725532,1,"Samochód osobowy",NA,NA,NA
107725532,2,"Rower",NA,NA,NA
107726847,1,"Samochód osobowy",NA,NA,NA
107726847,2,"Rower",NA,NA,NA
107733843,1,"Samochód osobowy",NA,NA,NA
107733843,2,"Rower",NA,NA,NA
107734151,1,"Rower",NA,NA,NA
107734151,2,"Samochód osobowy",NA,NA,NA
107737819,1,"Rower",NA,NA,NA
107737819,2,"Samochód osobowy",NA,NA,NA
107739375,1,"Samochód osobowy",NA,NA,NA
107739375,2,"Rower",NA,NA,NA
107740066,1,"Samochód osobowy",NA,NA,NA
107740066,2,"Rower",NA,NA,NA
107741980,1,"Samochód osobowy",NA,NA,NA
107741980,2,"Rower",NA,NA,NA
107742286,1,"Rower",NA,NA,NA
107742286,2,"Samochód osobowy",NA,NA,NA
107743995,1,"Rower",NA,NA,NA
107743995,2,"Samochód osobowy",NA,NA,NA
107744079,1,"Samochód osobowy",NA,NA,NA
107744079,2,"Rower",NA,NA,NA
107746022,1,"Samochód osobowy",NA,NA,NA
