"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
103710524,1,"Rower",NA,NA,NA
103710524,2,"Samochód osobowy",NA,NA,NA
103710669,1,"Rower",NA,NA,NA
103710669,2,"Samochód osobowy",NA,NA,NA
103742142,1,"Rower",NA,NA,NA
103742142,2,"Samochód osobowy",NA,NA,NA
103749405,1,"Samochód osobowy",NA,NA,NA
103749405,2,"Rower",NA,NA,NA
103768517,1,"Samochód osobowy",NA,NA,NA
103768517,2,"Rower",NA,NA,NA
103796909,1,"Samochód osobowy",NA,NA,NA
103796909,2,"Rower",NA,NA,NA
103797169,1,"Rower",NA,NA,NA
103797169,2,"Samochód osobowy",NA,NA,NA
103797394,1,"Samochód osobowy",NA,NA,NA
103797394,2,"Rower",NA,NA,NA
103821441,1,"Samochód osobowy",NA,NA,NA
103821441,2,"Rower",NA,NA,NA
103822119,1,"Rower",NA,NA,NA
103822119,2,"Samochód osobowy",NA,NA,NA
103824035,1,"Rower",NA,NA,NA
103824035,2,"Samochód osobowy",NA,NA,NA
103824296,1,"Samochód osobowy",NA,NA,NA
103824296,2,"Rower",NA,NA,NA
103828027,1,"Rower",NA,NA,NA
103829091,1,"Samochód osobowy",NA,NA,NA
103829091,2,"Rower",NA,NA,NA
103830366,1,"Samochód ciężarowy DMC powyżej 3,5 T",NA,NA,NA
103830366,2,"Rower",NA,NA,NA
103847612,1,"Rower",NA,NA,NA
103847612,2,"Samochód osobowy",NA,NA,NA
103850082,1,"Samochód osobowy",NA,NA,NA
103850082,2,"Rower",NA,NA,NA
103851304,1,"Rower",NA,NA,NA
103861624,1,"Rower",NA,NA,NA
103861624,2,"Samochód osobowy",NA,NA,NA
103866154,1,"Rower",NA,NA,NA
103866154,2,"Samochód osobowy",NA,NA,NA
103883338,1,"Samochód osobowy",NA,NA,NA
103883338,2,"Rower",NA,NA,NA
103895739,1,"Rower",NA,NA,NA
103895739,2,"Samochód osobowy",NA,NA,NA
103909134,1,"Rower",NA,NA,NA
103909134,2,"Samochód osobowy",NA,NA,NA
103913865,1,"Samochód osobowy",NA,NA,NA
103913865,2,"Rower",NA,NA,NA
103927951,1,"Samochód osobowy",NA,NA,NA
103927951,2,"Rower",NA,NA,NA
103928915,1,"Rower",NA,NA,NA
103929019,1,"Samochód osobowy",NA,NA,NA
103929019,2,"Rower",NA,NA,NA
103929240,1,"Rower",NA,NA,NA
103929240,2,"Samochód osobowy",NA,NA,NA
103943686,1,"Rower",NA,NA,NA
103943686,2,"Samochód osobowy",NA,NA,NA
103947709,1,"Samochód osobowy",NA,NA,NA
103947709,2,"Rower",NA,NA,NA
103951732,1,"Rower",NA,NA,NA
103951732,2,"Samochód osobowy",NA,NA,NA
104001383,1,"Rower",NA,NA,NA
104001383,2,"Samochód osobowy",NA,NA,NA
104002218,1,"Rower",NA,NA,NA
104002218,2,"Samochód osobowy",NA,NA,NA
104002481,1,"Samochód osobowy",NA,NA,NA
104002481,2,"Rower",NA,NA,NA
104008129,1,"Rower",NA,NA,NA
104008129,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
104008263,1,"Rower",NA,NA,NA
104008263,2,"Samochód osobowy",NA,NA,NA
104008860,1,"Rower",NA,NA,NA
104008860,2,"Samochód osobowy",NA,NA,NA
104008887,1,"Rower",NA,NA,NA
104008887,2,"Samochód osobowy",NA,NA,NA
104011716,1,"Samochód osobowy",NA,NA,NA
104011716,2,"Rower",NA,NA,NA
104025693,1,"Samochód osobowy",NA,NA,NA
104025693,2,"Rower",NA,NA,NA
104029605,1,"Samochód osobowy",NA,NA,NA
104029605,2,"Rower",NA,NA,NA
104032282,1,"Samochód osobowy",NA,NA,NA
104032282,2,"Rower",NA,NA,NA
104032300,1,"Samochód osobowy",NA,NA,NA
104032300,2,"Rower",NA,NA,NA
104032328,1,"Samochód osobowy",NA,NA,NA
104032328,2,"Rower",NA,NA,NA
104032347,1,"Samochód osobowy",NA,NA,NA
104032347,2,"Rower",NA,NA,NA
104032411,1,"Samochód osobowy",NA,NA,NA
104032411,2,"Rower",NA,NA,NA
104040971,1,"Samochód osobowy",NA,NA,NA
104040971,2,"Rower",NA,NA,NA
104043032,1,"Rower",NA,NA,NA
104043032,2,"Rower",NA,NA,NA
104043032,3,"Samochód osobowy",NA,NA,NA
104058299,1,"Rower",NA,NA,NA
104062843,1,"Rower",NA,NA,NA
104062843,2,"Samochód osobowy",NA,NA,NA
104062877,1,"Samochód osobowy",NA,NA,NA
104062877,2,"Rower",NA,NA,NA
104063050,1,"Rower",NA,NA,NA
104063050,2,"Samochód osobowy",NA,NA,NA
104064155,1,"Rower",NA,NA,NA
104064155,2,"Samochód osobowy",NA,NA,NA
104066363,1,"Rower",NA,NA,NA
104066363,2,"Samochód osobowy",NA,NA,NA
104071405,1,"Samochód osobowy",NA,NA,NA
104071405,2,"Rower",NA,NA,NA
104071731,1,"Rower",NA,NA,NA
104071731,2,"Samochód osobowy",NA,NA,NA
104094108,1,"Rower",NA,NA,NA
104094540,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
104094540,2,"Rower",NA,NA,NA
104097170,1,"Samochód osobowy",NA,NA,NA
104097170,2,"Rower",NA,NA,NA
104097297,1,"Rower",NA,NA,NA
104097297,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
104098552,1,"Rower",NA,NA,NA
104098552,2,"Samochód osobowy",NA,NA,NA
104102305,1,"Rower",NA,NA,NA
104102305,2,"Samochód osobowy",NA,NA,NA
104102894,1,"Rower",NA,NA,NA
104102894,2,"Samochód osobowy",NA,NA,NA
104109007,1,"Samochód osobowy",NA,NA,NA
104109007,2,"Rower",NA,NA,NA
104121032,1,"Rower",NA,NA,NA
104121032,2,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
104121181,1,"Samochód osobowy",NA,NA,NA
104121181,2,"Rower",NA,NA,NA
104121830,1,"Rower",NA,NA,NA
104121830,2,"Samochód osobowy",NA,NA,NA
104128173,1,"Samochód osobowy",NA,NA,NA
104128173,2,"Rower",NA,NA,NA
104129031,1,"Rower",NA,NA,NA
