"Id","ID.pojazdu","Typ","Marka","Usterki","Cechy.szczególne"
106650104,1,"Samochód osobowy",NA,NA,NA
106650104,2,"Rower",NA,NA,NA
106652613,1,"Samochód osobowy",NA,NA,NA
106652613,2,"Rower",NA,NA,NA
106654015,1,"Samochód osobowy",NA,NA,NA
106654015,2,"Rower",NA,NA,NA
106656384,1,"Samochód osobowy",NA,NA,NA
106656384,2,"Rower",NA,NA,NA
106657793,1,"Rower",NA,NA,NA
106657793,2,"Samochód osobowy",NA,NA,NA
106659618,1,"Samochód osobowy",NA,NA,NA
106659618,2,"Rower",NA,NA,NA
106660961,1,"Rower",NA,NA,NA
106660961,2,"Samochód osobowy",NA,NA,NA
106661762,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
106661762,2,"Rower",NA,NA,NA
106662116,1,"Rower",NA,NA,NA
106662116,2,"Samochód osobowy",NA,NA,NA
106662757,1,"Samochód osobowy",NA,NA,NA
106662757,2,"Rower",NA,NA,NA
106666349,1,"Rower",NA,NA,NA
106666349,2,"Samochód osobowy",NA,NA,NA
106672165,1,"Rower",NA,NA,NA
106672165,2,"Samochód osobowy",NA,NA,NA
106675442,1,"Samochód osobowy",NA,NA,NA
106675442,2,"Rower",NA,NA,NA
106675442,3,"Samochód osobowy",NA,NA,NA
106679654,1,"Samochód osobowy",NA,NA,NA
106679654,2,"Rower",NA,NA,NA
106681911,1,"Samochód osobowy",NA,NA,NA
106681911,2,"Rower",NA,NA,NA
106683771,1,"Rower",NA,NA,NA
106683771,2,"Samochód osobowy",NA,NA,NA
106693986,1,"Samochód osobowy",NA,NA,NA
106693986,2,"Rower",NA,NA,NA
106694332,1,"Rower",NA,NA,NA
106694332,2,"Samochód osobowy",NA,NA,NA
106704253,1,"Rower",NA,NA,NA
106704253,2,"Samochód osobowy",NA,NA,NA
106706226,1,"Rower",NA,NA,NA
106706226,2,"Samochód osobowy",NA,NA,NA
106708294,1,"Rower",NA,NA,NA
106708294,2,"Samochód osobowy",NA,NA,NA
106715213,1,"Samochód osobowy",NA,NA,NA
106715213,2,"Rower",NA,NA,NA
106717050,1,"Samochód osobowy",NA,NA,NA
106717050,2,"Rower",NA,NA,NA
106722650,1,"Samochód osobowy",NA,NA,NA
106722650,2,"Rower",NA,NA,NA
106745735,1,"Samochód osobowy",NA,NA,NA
106745735,2,"Rower",NA,NA,NA
106754162,1,"Rower",NA,NA,NA
106754162,2,"Samochód osobowy",NA,NA,NA
106754370,1,"Rower",NA,NA,NA
106754370,2,"Samochód osobowy",NA,NA,NA
106771234,1,"Rower",NA,NA,NA
106771234,2,"Samochód osobowy",NA,NA,NA
106774114,1,"Rower",NA,NA,NA
106774114,2,"Samochód osobowy",NA,NA,NA
106777687,1,"Motocykl inny",NA,NA,NA
106777687,2,"Rower",NA,NA,NA
106786082,1,"Rower",NA,NA,NA
106786082,2,"Pociąg",NA,NA,NA
106788866,1,"Rower",NA,NA,NA
106788866,2,"Samochód osobowy",NA,NA,NA
106789623,1,"Samochód osobowy",NA,NA,NA
106789623,2,"Rower",NA,NA,NA
106790758,1,"Samochód osobowy",NA,NA,NA
106790758,2,"Rower",NA,NA,NA
106791877,1,"Samochód osobowy",NA,NA,NA
106791877,2,"Rower",NA,NA,NA
106792040,1,"Samochód osobowy",NA,NA,NA
106792040,2,"Rower",NA,NA,NA
106792893,1,"Samochód osobowy",NA,NA,NA
106792893,2,"Rower",NA,NA,NA
106796328,1,"Rower",NA,NA,NA
106796328,2,"Samochód osobowy",NA,NA,NA
106798351,1,"Samochód osobowy",NA,NA,NA
106798351,2,"Rower",NA,NA,NA
106798695,1,"Samochód osobowy",NA,NA,NA
106798695,2,"Rower",NA,NA,NA
106799646,1,"Rower",NA,NA,NA
106799646,2,"Samochód osobowy",NA,NA,NA
106799818,1,"Rower",NA,NA,NA
106799818,2,"Samochód osobowy",NA,NA,NA
106804406,1,"Samochód osobowy",NA,NA,NA
106804406,2,"Rower",NA,NA,NA
106806089,1,"Samochód osobowy",NA,NA,NA
106806089,2,"Rower",NA,NA,NA
106808684,1,"Samochód osobowy",NA,NA,NA
106808684,2,"Rower",NA,NA,NA
106808939,1,"Rower",NA,NA,NA
106808939,2,"Samochód osobowy",NA,NA,NA
106820005,1,"Rower",NA,NA,NA
106820005,2,"Samochód osobowy",NA,NA,NA
106824236,1,"Samochód osobowy",NA,NA,NA
106824236,2,"Rower",NA,NA,NA
106824499,1,"Rower",NA,NA,NA
106824499,2,"Samochód osobowy",NA,NA,NA
106856835,1,"Samochód osobowy",NA,NA,NA
106856835,2,"Rower",NA,NA,NA
106861955,1,"Rower",NA,NA,NA
106861955,2,"Samochód osobowy",NA,NA,NA
106863479,1,"Samochód ciężarowy DMC do 3,5 T",NA,NA,NA
106863479,2,"Rower",NA,NA,NA
106865182,1,"Rower",NA,NA,NA
106865182,2,"Samochód osobowy",NA,NA,NA
106867157,1,"Pojazd nieustalony",NA,NA,NA
106867157,2,"Rower",NA,NA,NA
106868243,1,"Samochód osobowy",NA,NA,NA
106868243,2,"Rower",NA,NA,NA
106869135,1,"Rower",NA,NA,NA
106869135,2,"Samochód osobowy",NA,NA,NA
106870911,1,"Samochód osobowy",NA,NA,NA
106870911,2,"Rower",NA,NA,NA
106871316,1,"Rower",NA,NA,NA
106871316,2,"Samochód osobowy",NA,NA,NA
